UserId,relevantes_teste,hits,Precision@10,Recall@10,HitRate@10,NDCG@10,MAP@10,candidatos_avaliados
A3NS524F0GNYEV,1,0,0.0,0.0,0.0,0.0,0.0,2000
A2CU0WYTQHTFFL,2,0,0.0,0.0,0.0,0.0,0.0,2000
A2552G2MTZSLXC,1,0,0.0,0.0,0.0,0.0,0.0,2000
A1CPUVKY7OP4V8,2,1,0.1,0.5,1.0,0.6131471927654584,0.5,2000
A15KNCZ84XY8P,1,0,0.0,0.0,0.0,0.0,0.0,2000
A3W1H0DC7KMRU6,3,0,0.0,0.0,0.0,0.0,0.0,2000
A56XIVBI7P5RJ,1,0,0.0,0.0,0.0,0.0,0.0,2000
A3IUW081KXD3PE,6,0,0.0,0.0,0.0,0.0,0.0,2000
A2FO1R8FB6BLDI,1,0,0.0,0.0,0.0,0.0,0.0,2000
A3MHYLTKLITXEV,1,0,0.0,0.0,0.0,0.0,0.0,2000
AQIJ3ZEEVCIKU,1,0,0.0,0.0,0.0,0.0,0.0,2000
A57LMTWZPWRYY,2,0,0.0,0.0,0.0,0.0,0.0,2000
A2C9CW8XFVWW4R,2,0,0.0,0.0,0.0,0.0,0.0,2000
AMM3Z58T7TQT5,2,0,0.0,0.0,0.0,0.0,0.0,2000
A215WH6RUDUCMP,3,0,0.0,0.0,0.0,0.0,0.0,2000
A3LWFFM5QMXY4H,1,0,0.0,0.0,0.0,0.0,0.0,2000
A2HOA352TOCY91,3,0,0.0,0.0,0.0,0.0,0.0,2000
A2BE3MTUT0YBF0,2,0,0.0,0.0,0.0,0.0,0.0,2000
A26LI2QS0LHKOT,1,0,0.0,0.0,0.0,0.0,0.0,2000
A3A6A2M2KQ44C3,3,0,0.0,0.0,0.0,0.0,0.0,2000
A1XS21L3D5GOZ4,2,1,0.1,0.5,1.0,0.6131471927654584,0.5,2000
A25CAXYF2CP6CJ,3,0,0.0,0.0,0.0,0.0,0.0,2000
APVK8GGSSUDCE,2,0,0.0,0.0,0.0,0.0,0.0,2000
A2BD62XBUIS6KL,1,0,0.0,0.0,0.0,0.0,0.0,2000
A3B8OZU0B90CLR,3,0,0.0,0.0,0.0,0.0,0.0,2000
A1ER5AYS3FQ9O3,3,0,0.0,0.0,0.0,0.0,0.0,2000
A2RW587355CMVA,2,0,0.0,0.0,0.0,0.0,0.0,2000
A2CHZ4CL75L9Z3,1,0,0.0,0.0,0.0,0.0,0.0,2000
A340T3DDR0ZTZ6,2,0,0.0,0.0,0.0,0.0,0.0,2000
AUCW2I68TDTQ5,2,0,0.0,0.0,0.0,0.0,0.0,2000
A23EV4KA4PI72M,1,0,0.0,0.0,0.0,0.0,0.0,2000
A3GKMK6KQH3Y1H,1,0,0.0,0.0,0.0,0.0,0.0,2000
A35VJJW05NS0TH,1,0,0.0,0.0,0.0,0.0,0.0,2000
A27A3VQITXJ4LB,2,0,0.0,0.0,0.0,0.0,0.0,2000
A3BWFS7AAM2D16,1,0,0.0,0.0,0.0,0.0,0.0,2000
AV0WNK9WEHTW6,2,0,0.0,0.0,0.0,0.0,0.0,2000
AVWWFK3FZDEL2,1,0,0.0,0.0,0.0,0.0,0.0,2000
ARSQ2F9U315WG,4,0,0.0,0.0,0.0,0.0,0.0,2000
A2Y0XQN4WAVNIC,3,0,0.0,0.0,0.0,0.0,0.0,2000
A1OUQU7BBA9GR7,3,0,0.0,0.0,0.0,0.0,0.0,2000
A35LT14WG5BX0T,9,0,0.0,0.0,0.0,0.0,0.0,2000
A3VN5UAD8DHKQB,1,1,0.1,1.0,1.0,1.0,1.0,2000
A2XAKGRUHIE2ZA,9,0,0.0,0.0,0.0,0.0,0.0,2000
AU2DAD4WD5Z0C,5,0,0.0,0.0,0.0,0.0,0.0,2000
